ID,title,rating,calories,protein,fat,sodium,22-minutes,advance-prep,breakfast,brunch,dairy,dessert,dinner,healthy,gluten-free,kid-friendly,kosher,kosher-passover,low-cholesterol,low-sugar,lunch,meat,paleo,pescatarian,seafood,vegan,vegetarian,ingredients
6842,Apricot Chicken with Almonds ,3.75,376,41,11,827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
6843,Lemony Salsa Verde ,3.75,249,0,27,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
6844,Roasted Vegetable Meatloaf with Mustard Mashed Potatoes ,4.375,528,47,24,1387,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
6845,Spicy Rice with Shrimp and Peppers ,4.375,508,29,22,1593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
6846,Jellied Quinces and Manchego Cheese ,0,344,1,0,12,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,3
6847,Turkey Meat Loaf with Sun-Dried Tomatoes ,4.375,315,28,16,994,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
6848,Banana Bread ,0,274,4,10,185,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
6849,Wild Mushroom and Gruyère Tart with Fresh Herb Salad ,4.375,341,12,27,189,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,7
6850,Creamy Polenta with Gorgonzola and Spinach ,3.75,425,17,17,476,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4
6851,Minted Saffron Rice with Currants and Pine Nuts ,4.375,376,7,13,591,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,5
6852,Shrimp Sambal ,4.375,289,26,15,1507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
6853,Orange Soufflé ,3.75,172,6,6,163,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,3
6854,Super Potato Salad ,4.375,641,19,38,909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
6855,Herb-Lemon Zest Butter ,0,213,1,23,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
6856,Herbed Summer Succotash ,4.375,230,9,12,177,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6
6857,Dilled Seafood en Papillote ,4.375,353,31,23,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
6858,Pomelo Salad with Chile Lime Peanuts and Coconut ,5,455,6,39,1090,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3
6859,Asparagus Soup with Basil Cream ,4.375,154,8,8,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
6860,Whole-Wheat Peanut Butter Waffles ,3.75,457,16,26,389,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,4
6861,Blueberries in Gin Syrup ,4.375,268,2,2,8,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,2
6862,Veal Chops with Tomato-Orange-Basil Sauce ,3.75,504,36,34,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6863,Pear and Dried Cherry Cobblers with Ginger-Chocolate Chip Biscuit Topping ,4.375,301,3,10,152,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
6864,Zucchini and Olive Mashed Potatoes ,3.75,193,6,3,57,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,5
6865,Coffee-Date Shake ,0,485,8,17,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
6866,Salmon Caviar Torte ,4.375,273,9,25,383,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6867,Lamb and Polenta Lasagne ,3.75,943,41,42,667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
6868,Spiced Peach Pie with Lattice Crust ,3.75,474,6,23,161,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
6869,Tunisian Vegetable Salsa ,5,101,1,7,6,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,4
6870,Stuffed Pork Tenderloin with Mustard-Caper Sauce ,4.375,287,20,22,255,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
6871,Lemon-Glazed Pistachio Shortbread Cookies ,2.5,92,1,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
6872,Perfect Rice ,4.375,166,4,2,139,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
6873,Rum-Raisin Pound Cake ,3.75,489,6,22,163,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2
6874,Three Peas with Barley Chile & Green Garlic ,5,178,8,2,43,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,4
6875,Diner-Style French Toast ,5,481,15,27,630,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2
6876,Green Olive Tapenade ,4.375,221,3,23,1255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
6877,Crab Cake BLT ,5,1135,40,75,1785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
6878,Pork Chops with Chiles Rellenos and Ancho Sauce ,4.375,387,23,21,1840,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7
6879,Swordfish and Caponata Sandwiches ,4.375,586,35,26,1106,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,4
6880,Sticky Sesame Chicken Wings ,3.75,735,61,48,1291,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
6881,Greek Mussel and Potato Stew ,2.5,306,13,16,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
6882,Cracked Crab with Caviar Dipping Sauce ,3.75,472,12,46,736,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
6883,Lime Mojo ,5,303,1,33,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
6884,Pear Apple and Quince Crostata ,5,898,9,49,369,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,5
6885,Salsa Verde ,4.375,88,2,5,446,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3
6886,Fish Soup with Aïoli Croutons ,3.75,1093,133,47,813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
6887,Cream Cheese Pie with Golden Raisins ,3.75,507,8,34,443,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2
6888,Moroccan Spice Blend ,4.375,15,1,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
6889,Hot Banana Crème Brûlée ,2.5,437,5,27,32,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,3
6890,Beer-Braised Brisket with Root Vegetables ,3.75,868,41,54,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
6891,Tomato Goat Cheese and Onion Tart ,4.375,265,10,21,231,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,2
6892,Corn on the Cob with Lime-Chive Butter ,4.375,226,4,13,153,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,3
6893,Maple Baked Apples with Dried Fruit and Nuts ,5,272,1,9,8,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5
6894,Roast Pork Loin with Beer Sauce ,3.75,662,58,29,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
6895,Jícama and Cilantro Relish ,4.375,196,4,1,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
6896,Arepas ,3.75,344,14,7,627,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3
6897,Spiced Carrot Salad ,3.75,99,2,5,83,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,5
6898,Sweet Potato Chilaquiles with Griddled Salsa Roja ,4.375,560,7,47,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
6899,Spiced Fresh Orange and Honey Sorbet ,5,257,1,0,7,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,2
6900,Cilantro Carrots with Cumin ,4.375,99,1,6,82,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4
6901,Pork with Guajillo Sauce ,3.75,468,30,30,1487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
6902,Caviar on Pumpernickel with Sour Cream ,3.75,22,1,2,68,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6903,Warm Chocolate Sauce ,0,455,3,41,34,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,2
6904,Braised Kale with Bacon and Onions ,3.125,277,12,19,345,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4
6905,Frozen Lemon Mousse with Blueberries ,0,269,1,10,21,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,3
6906,Citrus Icing ,3.75,305,1,0,7,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,4
6907,Sweet Potatoes with Apple Juice and Spices ,2.5,129,2,3,63,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
6908,Avocado Mousse with Papaya Tomato Relish ,3.125,198,3,16,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
6909,Chinese Curry Chicken ,3.75,554,55,28,1394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
6910,Chickpea Soup with Arugula ,3.125,331,13,14,1265,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,5
6911,Roasted Carrots and Red Onions With Fennel and Mint ,5,146,2,8,101,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,4
6912,Chocolate-Orange Sorbet ,2.5,243,2,11,8,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
6913,Basil-Mint Sauce ,3.125,408,3,42,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
6914,Seafood-Stuffed Eggplant ,4.375,254,17,9,891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
6915,Wilted Greens ,4.375,135,6,10,429,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
6916,Greek Potatoes with Lemon Vinaigrette ,4.375,1004,8,82,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
6917,Stuffed Baked Potatoes with Horseradish Cream ,3.75,342,6,18,70,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,3
6918,Beets with Balsamic Vinegar ,3.75,329,4,24,661,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1
6919,Seafood Chowder with Bacon and Thyme ,3.75,662,64,27,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
6920,Chocolate Orange Petits Fours ,3.75,95,1,4,46,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,3
6921,Pepper Steak with Port Zinfandel and Mushroom Sauce ,5,531,35,30,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
6922,Stout-Braised Short Ribs ,4.375,1431,50,121,1137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
6923,Banana Peanut Semifreddo ,3.75,431,11,26,149,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
6924,Beef Stew with Mushrooms Shallots and Potatoes ,3.75,594,59,21,590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
6925,Warm Lemon Souffles ,3.75,179,5,3,65,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
6926,Gingerbread Puddings with Candied Apples ,3.125,752,11,18,386,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,5
6927,Cherry-Vanilla Bean Ice Cream with Cherry Sauce ,4.375,445,5,15,41,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,4
6928,Orange Tart with Orange Cream and Pistachios ,3.75,356,7,18,213,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,4
6929,Stir-Fried Chestnuts and Chinese Cabbage ,3.75,266,3,9,295,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,5
6930,Coal-Roasted Eggplants ,5,57,2,0,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1
6931,Date Walnut Yogurt Ice Cream ,4.375,240,6,7,109,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,3
6932,Roasted-Tomatillo and Lime Salsa ,4.375,49,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
6933,Tuscan Beef Stew with Polenta ,4.375,695,54,26,628,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
6934,Roasted Poultry Stock ,5,106,9,7,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6935,Orange and Date Baklava ,3.75,261,2,7,70,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
6936,Orange Cheesecake with Caramel-Orange Sauce ,3.75,744,13,50,540,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,5
6937,Balsamic-Blackberry Crème Brûlée ,3.75,193,4,5,41,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,3
6938,Chocolate-Glazed Hazelnut Mousse Cake ,4.375,583,7,42,148,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
6939,Shrimp Curry with Yu Choy and Kabocha Squash ,3.75,532,17,38,1406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
6940,Kung Pao Chicken ,5,259,30,11,371,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
6941,Creamy Shrimp Crostini ,4.375,60,3,5,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
6942,Boeuf Bourguignon ,4.375,479,42,24,263,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
6943,Butter-Braised Root Vegetables and Green Beans ,4.375,334,9,10,1172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
6944,Cider-Braised Cabbage ,3.75,136,3,6,44,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1
6945,Alambre de Camarones ,4.375,166,18,5,961,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
6946,Cinnamon Popovers ,3.75,93,4,3,92,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
6947,Crispy Gnocchi With Littleneck Clams ,0,791,44,34,2354,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
6948,Grilled East Coast Oysters with Corn Jalapeño Salsita ,5,500,25,22,240,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,5
6949,Orange Tapioca Pudding ,3.125,296,7,13,84,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,3
6950,Poached Pears with Cranberry Purée ,3.75,262,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
6951,Roasted Pacific Cod with Spring Vegetables and Mint ,4.375,345,37,15,306,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
6952,Cilantro Mint Dip ,3.75,166,3,15,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
6953,Pasta with Butternut Squash and Rosemary ,3.75,691,26,29,809,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9
6954,Grill-Roasted Garlic and Olive Relish with Toasts and Goat Cheese ,5,273,8,21,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
6955,Fresh Corn Soup Topped with Roasted Corn Guacamole ,4.375,374,10,21,1324,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
6956,Croque-Monsieur ,5,794,41,51,1499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
6957,Almond Ice Cream Terrine with Chocolate Truffles and Raspberry Sauce ,5,363,5,22,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
6958,Pecan-Crusted Catfish ,3.75,710,38,50,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
6959,White Bean and Vegetable Soup ,4.375,592,27,18,896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
6960,Fresh Semolina Orecchiette ,4.375,264,9,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6961,Garbanzo Bean and Potato Fritters with Red Bell Pepper Harissa ,3.75,324,5,23,513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
6962,Frozen Grand Marnier Torte with Dark Chocolate Crust and Spiced Cranberries ,4.375,757,7,49,165,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
6963,Penne with Sausage and Tomato Sauce ,3.75,476,24,12,611,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
6964,Truffled French Fries ,5,240,5,7,11,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1
6965,Winter Fruit Compote with Ginger ,4.375,345,2,1,8,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,6
6966,California Date Shakes ,5,265,4,9,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
6967,Poppy Seed Chocolate Torte ,2.5,231,5,14,40,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
6968,Lima Bean Potato and Garlic Purée with Potato Crisps ,3.75,239,9,7,13,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,3
6969,Seafood Risotto (Risotto ai Fruitti di Mare) ,5,799,50,38,1162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7
6970,Rhubarb Compote ,4.375,142,1,0,32,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,1,4
6971,Squid in Vinegar Sauce ,2.5,221,21,9,940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
6972,Potato-Onion Cakes ,3.75,107,3,4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
6973,Goat Cheese and Black Pepper Biscuits with Smoked Salmon and Dill ,4.375,124,6,5,263,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3
6974,Rice with Fennel and Golden Raisins ,4.375,336,5,11,46,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,3
6975,Long Bean Cucumber and Tomato Salad ,4.375,120,6,3,730,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,4
6976,Mahón Cheese Ice Cream ,5,235,10,14,231,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,3
6977,Escarole with Olives Raisins and Pine Nuts ,3.125,193,3,16,36,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,4
6978,Tarragon Scallop Gratins ,3.75,312,17,15,583,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
6979,Curried Chicken and Rice Salad ,3.75,905,37,52,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
6980,Asian Pear and Frisée Salad ,5,228,2,14,43,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,2
6981,Smoked Salmon and Dill Matzoh Brei ,4.375,434,22,27,1038,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
6982,Crisp Potato Pancakes with Goat Cheese on Mixed Greens ,4.375,319,9,21,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
6983,Lasagna with Turkey Sausage Bolognese ,4.375,662,41,31,1121,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
6984,Olive Oil Couscous Cake with Crème Fraîche and Date Syrup ,3.75,1151,14,73,392,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,5
6985,Orecchiette with Rabbit Tomato and Basil Sauce ,3.125,1149,86,38,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
6986,Chicken Sauté with Green Olive Topping ,3.75,301,33,17,348,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
6987,Sage Onion and Wild-Rice Risotto Cakes ,3.75,551,14,24,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
6988,Turkey with Lemon-Sage Butter ,5,972,128,47,663,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3
6989,Spiced Lamb in Pita ,4.375,510,28,34,812,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
6990,Baked Halibut with Warm Sherry Onion Vinaigrette ,4.375,349,30,22,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
6991,Chile-Ginger-Mint Jellies ,5,185,6,8,31,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
6992,Lemon Curd Mousse ,4.375,361,4,24,19,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,3
6993,Chicken Stock ,0,28,2,2,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
6994,Sweet Granita With Blackberries Toasted Almonds and Mint ,0,164,2,3,33,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,3
6995,Turkey Giblet Stock ,5,357,51,14,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
6996,Couscous with Fennel and Pinenuts ,4.375,267,10,4,79,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
6997,Watercress Melon and Almond Salad ,4.375,243,5,18,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
6998,Chicken with White Wine and Herbs ,2.5,843,59,59,351,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
6999,Green Beans with Pickled-Onion Relish ,3.75,149,3,5,305,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,4
7000,Antipasto Salad ,4.375,178,3,12,844,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,3
7001,Lemon Meringue Pie with Hazelnut Shortbread Crust ,4.375,228,3,14,149,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,3
7002,Lobster Salad with Summer Vegetables ,4.375,419,50,14,1209,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,5
7003,Ginger-Soy Grilled Steak ,4.375,456,37,31,1412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5
7004,Salmon Fillets with a Wasabi Coating ,3.75,842,46,43,1399,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,5
7005,Peppered Lamb with Pine Nut Sauce ,4.375,905,45,77,247,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
7006,Molasses Corn Bread ,3.75,247,4,11,269,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
7007,Tagliatelle with Mussels Clams and Pesto ,3.75,1167,49,58,1830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
7008,Trio of Sorbets with Raspberry Coulis ,3.75,589,4,2,89,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,4
7009,Sauteed Pork Chops with Sweet-and-Sour Red Cabbage ,3.75,2466,267,137,1759,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5
7010,Baked Cheese Grits ,4.375,295,12,18,508,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,3
7011,Grilled Steak Vegetable and Quinoa Salad With Yogurt-Tahini Dressing ,4.375,913,52,44,1118,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5
7012,Broccoli Pancotto ,3.75,248,8,11,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
7013,Mashed Potato Cheese and Chive Gratin ,4.375,406,9,20,169,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,4
7014,Penne with Chicken Shiitake Mushrooms and Capers ,3.75,673,39,29,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
7015,Whole Baked Trout with Mushrooms ,4.375,846,76,54,765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
7016,Green Salad with Caviar and Smoked Salmon ,2.5,221,12,18,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
7017,Pear Cranberry Cake ,4.375,678,7,34,380,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,5
7018,Herb and Mustard Turkey with Green Onion Gravy ,4.375,1223,156,61,1219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
7019,Chocolate-Covered Mint Ice Cream Terrine ,4.375,389,5,22,38,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,4
